Program,LogNumber,Station,Date,QA Type,Sample Type,Type,MatrixCode,SampleDepth,Filtered,Analysis,Parameter,Qualifier,Result,Units,Result Type,WaterShed
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170289,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,BactiMF,ENT,,9,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170289,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,BactiMF,FC,<,9,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170289,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,BactiMF,TC,,70,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170289,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170289,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,0.65,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170289,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,,0.03,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170289,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,pH,,7.93,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170289,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,SpecCond,,43800,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170289,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,TKN,,0.25,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170289,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,,0.19,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170289,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,TSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170289,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,Turbidity,,2.6,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170289,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170290,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,B,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170290,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,B,T,NUT,NitrateNitriteNO3,,0.8,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170290,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,B,T,NUT,OrthoPhosphateP,,0.04,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170290,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,B,T,NUT,pH,,7.63,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170290,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,B,T,NUT,SpecCond,,51900,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170290,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,B,T,NUT,TKN,,0.2,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170290,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,B,T,NUT,TotalPhosphorusPO4,,0.22,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170290,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,B,T,NUT,TSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170290,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,B,T,NUT,Turbidity,,2.46,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170290,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,B,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170291,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170291,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,0.84,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170291,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,,0.04,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170291,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,pH,,7.72,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170291,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,SpecCond,,52300,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170291,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,TKN,,0.32,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170291,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,,0.2,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170291,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,TSS,,7,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170291,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,Turbidity,,4.59,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170291,UNBJAM,7/26/2010 10:40,NA,Grab,DT,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170293,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,BactiMF,ENT,<,9,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170293,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,BactiMF,FC,<,9,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170293,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,BactiMF,TC,,40,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170293,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170293,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,0.75,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170293,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,,0.03,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170293,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,pH,,7.84,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170293,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,SpecCond,,51400,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170293,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,TKN,,0.46,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170293,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,,0.17,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170293,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,TSS,,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170293,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,Turbidity,,3.15,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170293,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170294,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,B,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170294,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,B,T,NUT,NitrateNitriteNO3,,0.83,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170294,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,B,T,NUT,OrthoPhosphateP,,0.03,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170294,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,B,T,NUT,pH,,7.81,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170294,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,B,T,NUT,SpecCond,,52800,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170294,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,B,T,NUT,TKN,,0.46,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170294,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,B,T,NUT,TotalPhosphorusPO4,,0.14,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170294,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,B,T,NUT,TSS,,10,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170294,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,B,T,NUT,Turbidity,,5.86,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170294,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,B,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170295,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170295,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,0.84,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170295,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,,0.03,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170295,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,pH,,7.84,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170295,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,SpecCond,,53000,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170295,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,TKN,,0.3,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170295,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170295,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,TSS,,12,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170295,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,Turbidity,,8.13,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170295,UNBSDC,7/26/2010 11:10,NA,Grab,DT,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170297,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,BactiMF,ENT,<,9,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170297,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,BactiMF,FC,<,9,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170297,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,BactiMF,TC,,20,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170297,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170297,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,0.85,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170297,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,<,0.02,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170297,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,pH,,7.9,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170297,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,SpecCond,,53500,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170297,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,TKN,<,0.2,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170297,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170297,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,TSS,,8,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170297,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,Turbidity,,4.44,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170297,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170298,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170298,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,0.82,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170298,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,<,0.02,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170298,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,pH,,7.9,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170298,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,SpecCond,,53500,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170298,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,TKN,,0.76,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170298,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170298,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,TSS,,8,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170298,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,Turbidity,,5.47,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170298,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170299,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170299,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,0.83,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170299,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,,0.03,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170299,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,pH,,7.92,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170299,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,SpecCond,,53600,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170299,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,TKN,<,0.4,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170299,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170299,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,TSS,,8,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170299,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,Turbidity,,4.77,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170299,UNBNSB,7/26/2010 11:50,NA,Grab,DT,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170301,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,BactiMF,ENT,,140,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170301,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,BactiMF,FC,,20,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170301,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,BactiMF,TC,>,310,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170301,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170301,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,0.78,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170301,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,,0.03,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170301,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,pH,,7.96,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170301,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,SpecCond,,53300,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170301,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,TKN,,0.26,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170301,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170301,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,TSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170301,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,Turbidity,,3.89,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170301,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170302,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,B,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170302,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,B,T,NUT,NitrateNitriteNO3,,0.81,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170302,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,B,T,NUT,OrthoPhosphateP,,0.03,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170302,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,B,T,NUT,pH,,7.94,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170302,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,B,T,NUT,SpecCond,,53800,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170302,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,B,T,NUT,TKN,,0.4,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170302,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,B,T,NUT,TotalPhosphorusPO4,,0.09,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170302,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,B,T,NUT,TSS,,7,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170302,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,B,T,NUT,Turbidity,,5.08,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170302,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,B,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170303,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170303,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,0.81,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170303,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,<,0.02,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170303,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,pH,,7.95,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170303,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,SpecCond,,53700,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170303,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,TKN,,0.29,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170303,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,,0.09,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170303,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,TSS,,10,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170303,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,Turbidity,,5.35,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170303,UNBCHB,7/26/2010 12:15,NA,Grab,DT,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170305,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,M,T,BactiMF,ENT,<,9,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170305,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,M,T,BactiMF,FC,<,9,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170305,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,M,T,BactiMF,TC,<,9,CFU/100 ml,Chem,Newport Bay
