Program,LogNumber,Station,Date,QA Type,Sample Type,Type,MatrixCode,SampleDepth,Filtered,Analysis,Parameter,Qualifier,Result,Units,Result Type,WaterShed
SAR Estuary/Wetlands Monitoring,WR243514,UNBCHB,12/5/2014 10:05,NA,Grab,ST,SW,ID,T,TRSWspc,Zn,,10,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243514,UNBCHB,12/5/2014 10:05,NA,Grab,ST,SW,ID,T,TSS,TSS,,7,mg/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,DOC,DOC,<,0.3,mg/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,GLYP,GLYP,<,25,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Azinphos methyl (Guthion),<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Bolstar,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Chlorpyrifos,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Coumaphos,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Demeton-o,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Demeton-s,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Diazinon,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Dichlorvos,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Dimethoate,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Disulfoton,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Ethoprop,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Ethyl Parathion,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Fensulfothion,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Fenthion,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Malathion,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Merphos,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Mevinphos,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Naled ,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Parathion-methyl,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Phorate,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Ronnel,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Tetrachlorovinphos,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Tokuthion,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,OPP,Trichloronate,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,TOC,TOC,<,0.3,mg/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,TRSWspc,Ag,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,TRSWspc,As,,0.83,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,TRSWspc,Be,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,TRSWspc,Cd,,0.091,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,TRSWspc,Cr,,0.57,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,TRSWspc,Cu,,5.4,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,TRSWspc,Fe,,210,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,TRSWspc,Hg,,2.4,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,TRSWspc,Ni,,0.9,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,TRSWspc,Pb,,0.42,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,TRSWspc,Sb,,0.42,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,TRSWspc,Se,,0.15,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,TRSWspc,Tl,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,TRSWspc,Zn,,17,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243515,LNBHIR,12/5/2014 11:15,NA,Grab,ST,SW,ID,T,TSS,TSS,,7,mg/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,DOC,DOC,<,0.3,mg/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,GLYP,GLYP,<,25,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Azinphos methyl (Guthion),<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Bolstar,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Chlorpyrifos,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Coumaphos,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Demeton-o,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Demeton-s,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Diazinon,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Dichlorvos,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Dimethoate,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Disulfoton,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Ethoprop,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Ethyl Parathion,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Fensulfothion,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Fenthion,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Malathion,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Merphos,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Mevinphos,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Naled ,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Parathion-methyl,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Phorate,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Ronnel,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Tetrachlorovinphos,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Tokuthion,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,OPP,Trichloronate,<,10,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,TOC,TOC,<,0.3,mg/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,TRSWspc,Ag,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,TRSWspc,As,,0.88,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,TRSWspc,Be,,0.051,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,TRSWspc,Cd,,0.12,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,TRSWspc,Cr,,1.1,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,TRSWspc,Cu,,9.6,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,TRSWspc,Fe,,570,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,TRSWspc,Hg,,11,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,TRSWspc,Ni,,1.1,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,TRSWspc,Pb,,1.1,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,TRSWspc,Sb,,0.32,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,TRSWspc,Se,,0.11,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,TRSWspc,Tl,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,TRSWspc,Zn,,28,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243516,LNBTUB,12/5/2014 10:40,NA,Grab,ST,SW,ID,T,TSS,TSS,,5,mg/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243517,UNBJAM,12/5/2014 8:37,NA,Grab,SF,SW,ID,F,TRSWspc,Ag,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243517,UNBJAM,12/5/2014 8:37,NA,Grab,SF,SW,ID,F,TRSWspc,As,,0.88,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243517,UNBJAM,12/5/2014 8:37,NA,Grab,SF,SW,ID,F,TRSWspc,Be,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243517,UNBJAM,12/5/2014 8:37,NA,Grab,SF,SW,ID,F,TRSWspc,Cd,,0.48,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243517,UNBJAM,12/5/2014 8:37,NA,Grab,SF,SW,ID,F,TRSWspc,Cr,,0.76,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243517,UNBJAM,12/5/2014 8:37,NA,Grab,SF,SW,ID,F,TRSWspc,Cu,,6.6,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243517,UNBJAM,12/5/2014 8:37,NA,Grab,SF,SW,ID,F,TRSWspc,Fe,,160,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243517,UNBJAM,12/5/2014 8:37,NA,Grab,SF,SW,ID,F,TRSWspc,Hg,,1.1,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243517,UNBJAM,12/5/2014 8:37,NA,Grab,SF,SW,ID,F,TRSWspc,Ni,,1.2,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243517,UNBJAM,12/5/2014 8:37,NA,Grab,SF,SW,ID,F,TRSWspc,Pb,,0.28,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243517,UNBJAM,12/5/2014 8:37,NA,Grab,SF,SW,ID,F,TRSWspc,Sb,,0.48,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243517,UNBJAM,12/5/2014 8:37,NA,Grab,SF,SW,ID,F,TRSWspc,Se,,0.21,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243517,UNBJAM,12/5/2014 8:37,NA,Grab,SF,SW,ID,F,TRSWspc,Tl,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243517,UNBJAM,12/5/2014 8:37,NA,Grab,SF,SW,ID,F,TRSWspc,Zn,,19,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243518,UNBSDC,12/5/2014 8:55,NA,Grab,SF,SW,ID,F,TRSWspc,Ag,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243518,UNBSDC,12/5/2014 8:55,NA,Grab,SF,SW,ID,F,TRSWspc,As,,0.85,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243518,UNBSDC,12/5/2014 8:55,NA,Grab,SF,SW,ID,F,TRSWspc,Be,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243518,UNBSDC,12/5/2014 8:55,NA,Grab,SF,SW,ID,F,TRSWspc,Cd,,0.14,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243518,UNBSDC,12/5/2014 8:55,NA,Grab,SF,SW,ID,F,TRSWspc,Cr,<,0.3,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243518,UNBSDC,12/5/2014 8:55,NA,Grab,SF,SW,ID,F,TRSWspc,Cu,,4.4,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243518,UNBSDC,12/5/2014 8:55,NA,Grab,SF,SW,ID,F,TRSWspc,Fe,,15,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243518,UNBSDC,12/5/2014 8:55,NA,Grab,SF,SW,ID,F,TRSWspc,Hg,,0.54,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243518,UNBSDC,12/5/2014 8:55,NA,Grab,SF,SW,ID,F,TRSWspc,Ni,,0.93,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243518,UNBSDC,12/5/2014 8:55,NA,Grab,SF,SW,ID,F,TRSWspc,Pb,,0.067,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243518,UNBSDC,12/5/2014 8:55,NA,Grab,SF,SW,ID,F,TRSWspc,Sb,,0.48,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243518,UNBSDC,12/5/2014 8:55,NA,Grab,SF,SW,ID,F,TRSWspc,Se,,0.14,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243518,UNBSDC,12/5/2014 8:55,NA,Grab,SF,SW,ID,F,TRSWspc,Tl,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243518,UNBSDC,12/5/2014 8:55,NA,Grab,SF,SW,ID,F,TRSWspc,Zn,,15,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243519,UNBNSB,12/5/2014 9:35,NA,Grab,SF,SW,ID,F,TRSWspc,Ag,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243519,UNBNSB,12/5/2014 9:35,NA,Grab,SF,SW,ID,F,TRSWspc,As,,0.76,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243519,UNBNSB,12/5/2014 9:35,NA,Grab,SF,SW,ID,F,TRSWspc,Be,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243519,UNBNSB,12/5/2014 9:35,NA,Grab,SF,SW,ID,F,TRSWspc,Cd,,0.086,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243519,UNBNSB,12/5/2014 9:35,NA,Grab,SF,SW,ID,F,TRSWspc,Cr,<,0.3,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243519,UNBNSB,12/5/2014 9:35,NA,Grab,SF,SW,ID,F,TRSWspc,Cu,,4.2,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243519,UNBNSB,12/5/2014 9:35,NA,Grab,SF,SW,ID,F,TRSWspc,Fe,,9.4,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243519,UNBNSB,12/5/2014 9:35,NA,Grab,SF,SW,ID,F,TRSWspc,Hg,,0.33,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243519,UNBNSB,12/5/2014 9:35,NA,Grab,SF,SW,ID,F,TRSWspc,Ni,,0.83,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243519,UNBNSB,12/5/2014 9:35,NA,Grab,SF,SW,ID,F,TRSWspc,Pb,,0.048,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243519,UNBNSB,12/5/2014 9:35,NA,Grab,SF,SW,ID,F,TRSWspc,Sb,,0.44,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243519,UNBNSB,12/5/2014 9:35,NA,Grab,SF,SW,ID,F,TRSWspc,Se,,0.13,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243519,UNBNSB,12/5/2014 9:35,NA,Grab,SF,SW,ID,F,TRSWspc,Tl,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243519,UNBNSB,12/5/2014 9:35,NA,Grab,SF,SW,ID,F,TRSWspc,Zn,,13,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243520,UNBCHB,12/5/2014 10:05,NA,Grab,SF,SW,ID,F,TRSWspc,Ag,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243520,UNBCHB,12/5/2014 10:05,NA,Grab,SF,SW,ID,F,TRSWspc,As,,0.68,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243520,UNBCHB,12/5/2014 10:05,NA,Grab,SF,SW,ID,F,TRSWspc,Be,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243520,UNBCHB,12/5/2014 10:05,NA,Grab,SF,SW,ID,F,TRSWspc,Cd,,0.079,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243520,UNBCHB,12/5/2014 10:05,NA,Grab,SF,SW,ID,F,TRSWspc,Cr,<,0.3,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243520,UNBCHB,12/5/2014 10:05,NA,Grab,SF,SW,ID,F,TRSWspc,Cu,,3.2,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243520,UNBCHB,12/5/2014 10:05,NA,Grab,SF,SW,ID,F,TRSWspc,Fe,,6,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243520,UNBCHB,12/5/2014 10:05,NA,Grab,SF,SW,ID,F,TRSWspc,Hg,,0.32,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243520,UNBCHB,12/5/2014 10:05,NA,Grab,SF,SW,ID,F,TRSWspc,Ni,,0.71,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243520,UNBCHB,12/5/2014 10:05,NA,Grab,SF,SW,ID,F,TRSWspc,Pb,,0.044,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243520,UNBCHB,12/5/2014 10:05,NA,Grab,SF,SW,ID,F,TRSWspc,Sb,,0.39,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243520,UNBCHB,12/5/2014 10:05,NA,Grab,SF,SW,ID,F,TRSWspc,Se,<,0.1,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243520,UNBCHB,12/5/2014 10:05,NA,Grab,SF,SW,ID,F,TRSWspc,Tl,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243520,UNBCHB,12/5/2014 10:05,NA,Grab,SF,SW,ID,F,TRSWspc,Zn,,11,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243521,LNBHIR,12/5/2014 11:15,NA,Grab,SF,SW,ID,F,TRSWspc,Ag,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243521,LNBHIR,12/5/2014 11:15,NA,Grab,SF,SW,ID,F,TRSWspc,As,,0.79,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243521,LNBHIR,12/5/2014 11:15,NA,Grab,SF,SW,ID,F,TRSWspc,Be,<,0.05,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243521,LNBHIR,12/5/2014 11:15,NA,Grab,SF,SW,ID,F,TRSWspc,Cd,,0.11,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243521,LNBHIR,12/5/2014 11:15,NA,Grab,SF,SW,ID,F,TRSWspc,Cr,,0.42,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243521,LNBHIR,12/5/2014 11:15,NA,Grab,SF,SW,ID,F,TRSWspc,Cu,,4.4,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243521,LNBHIR,12/5/2014 11:15,NA,Grab,SF,SW,ID,F,TRSWspc,Fe,,100,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243521,LNBHIR,12/5/2014 11:15,NA,Grab,SF,SW,ID,F,TRSWspc,Hg,,1.1,ng/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243521,LNBHIR,12/5/2014 11:15,NA,Grab,SF,SW,ID,F,TRSWspc,Ni,,0.86,ug/L,Chem,Newport Bay
SAR Estuary/Wetlands Monitoring,WR243521,LNBHIR,12/5/2014 11:15,NA,Grab,SF,SW,ID,F,TRSWspc,Pb,,0.22,ug/L,Chem,Newport Bay
