Time,LANE,,,ELMODENA,,,SANTAANA_DELHI,,,SANDIEGO_CAMPUS,,,SANJUAN_CAP,,,ARROYO_TRABUCO,,,WESTMINSTER,,,SANDIEGO_CULVER,,,
and,262.01,,,262.01,,,262.01,,,262.01,,,262.01,,,262.01,,,262.01,,,262.01,,,
Date,Point,Qual,Comments,Point,Qual,Comments,Point,Qual,Comments,Point,Qual,Comments,Point,Qual,Comments,Point,Qual,Comments,Point,Qual,Comments,Point,Qual,Comments,
12/21/2016 0:00,13,1,,20,1,,64,2,,110,2,,0.63,140,,,,,,,,46,2,,
12/22/2016 0:00,34,1,,23,1,,165,2,,856,2,,9.57,140,,,,,,,,361,2,,
12/23/2016 0:00,6.1,1,,11,1,,32,2,,83,2,,7.01,140,,,,,,,,36,2,,
12/24/2016 0:00,41,1,,47,1,,161,2,,812,2,,90.9,140,,,,,,,,433,2,,
12/25/2016 0:00,1.5,1,,0.41,1,,2.3,2,,66,2,,0.89,140,,,,,,,,27,2,,
12/26/2016 0:00,1.2,1,,0.3,1,,1.9,2,,22,2,,0.05,140,,,,,,,,3.7,2,,
12/27/2016 0:00,1.1,1,,0.28,1,,1.8,2,,13,2,,0.05,140,,,,,,,,2.3,2,,
12/28/2016 0:00,1.2,1,,0.38,1,,1.5,2,,11,2,,0.05,140,,,,,,,,0.31,2,,
12/29/2016 0:00,1.3,1,,0.23,1,,1.6,2,,9.5,2,,0.05,140,,,,,,,,0.29,2,,
12/30/2016 0:00,4.9,1,,1.8,1,,22,2,,38,2,,0.26,140,,,,,,,,15,1,,
12/31/2016 0:00,14,1,,18,1,,80,2,,273,2,,1.06,140,,,,,,,,104,2,,
1/1/2017 0:00,2.8,1,,0.41,1,,9.1,2,,67,2,,0.05,140,,,,,,,,27,2,,
1/2/2017 0:00,1.5,1,,0.24,1,,2,2,,13,2,,0.05,140,,,,,,,,3,2,,
1/3/2017 0:00,1.2,1,,0.32,1,,1.6,2,,10,2,,0.05,140,,,,,,,,1.8,2,,
1/4/2017 0:00,1.3,1,,0.16,1,,1.5,2,,11,2,,0.05,140,,,,,,,,1,2,,
1/5/2017 0:00,7,1,,2.9,1,,41,2,,109,2,,0.8,140,,,,,,,,57,2,,
1/6/2017 0:00,1.9,1,,0.49,1,,2.3,2,,31,2,,0.05,140,,,,,,,,7.3,2,,
1/7/2017 0:00,1.4,1,,0.36,1,,1.5,2,,10,2,,0.05,140,,,,,,,,1.6,2,,
1/8/2017 0:00,1.3,1,,0.2,1,,1.6,2,,7,2,,0.05,140,,,,,,,,0.48,2,,
1/9/2017 0:00,11,1,,7.3,2,,82,2,,175,2,,0.87,140,,,,,,,,97,2,,
1/10/2017 0:00,5.2,1,,2,2,,16,2,,49,2,,0.05,140,,,,,,,,7.3,2,,
1/11/2017 0:00,8.6,1,,5,2,,41,2,,130,2,,0.61,140,,,,,,,,21,2,,
1/12/2017 0:00,18,1,,17,2,,219,2,,351,2,,143,140,,,,,,,,181,1,,
1/13/2017 0:00,4.9,1,,,151,,18,2,,191,2,,48.9,56,,,,,,,,126,1,,
1/14/2017 0:00,2.9,1,,0.16,2,,3.1,2,,21,2,,0.79,56,,,,,,,,2.7,1,,
1/15/2017 0:00,2.5,1,,0.18,2,,2.3,2,,12,2,,0.57,56,,,,,,,,0.71,2,,
1/16/2017 0:00,3.8,1,,0.2,2,,1.9,2,,11,2,,0.54,56,,,,,,,,0.54,2,,
1/17/2017 0:00,3.2,1,,0.45,2,,1.7,2,,11,2,,0.54,56,,,,,,,,0.31,2,,
1/18/2017 0:00,3.8,1,,0.26,2,,2.4,2,,8.8,2,,0.68,56,,,,,,,,0.35,1,,
1/19/2017 0:00,22,1,,22,2,,163,2,,343,2,,35.4,56,,,,,,,,227,1,,
1/20/2017 0:00,44,1,,68,2,,353,2,,1430,2,,198,56,,,,,,,,402,2,,
1/21/2017 0:00,4.7,1,,0.47,2,,12,2,,153,2,,92.6,56,,,,,,,,59,2,,
1/22/2017 0:00,90,1,,189,2,,730,2,,3330,2,,1100,56,,,,,,,,1180,2,,
1/23/2017 0:00,19,1,,21,2,,118,2,,903,2,,811,140,,,,,,,,362,2,,
1/24/2017 0:00,4.6,1,,0.48,2,,9,2,,124,2,,166,56,,,,,,,,83,2,,
1/25/2017 0:00,3.7,1,,0.4,2,,4.9,2,,56,2,,87.9,56,,,,,,,,57,2,,
1/26/2017 0:00,3.4,1,,0.26,2,,3.2,2,,30,2,,57.9,140,,,,,,,,23,2,,
1/27/2017 0:00,3.3,1,,0.37,2,,2.4,2,,18,2,,40.9,140,,,,,,,,33,2,,
1/28/2017 0:00,3.3,1,,0.29,2,,2.1,2,,14,2,,25.6,140,,,,,,,,14,2,,
1/29/2017 0:00,3.3,1,,0.22,2,,2,2,,12,2,,15.4,140,,,,,,,,10,2,,
1/30/2017 0:00,3.1,1,,0.56,2,,2.2,2,,7.4,2,,9.29,140,,,,,,,,0.53,2,,
1/31/2017 0:00,3.1,1,,0.41,2,,1.8,2,,9.3,2,,7.83,140,,,,,,,,0.84,2,,
2/1/2017 0:00,2.8,1,,0.27,2,,1.6,2,,14,2,,3.43,140,,,,,,,,0.06,2,,
2/2/2017 0:00,4.5,1,,0.26,2,,1.7,2,,14,2,,0.67,140,,,,,,,,0.11,1,,
2/3/2017 0:00,4,1,,0.35,2,,9.3,2,,17,2,,0.14,140,,,,,,,,0.11,1,,
2/4/2017 0:00,2.9,1,,0.29,2,,1.9,2,,14,2,,0.08,140,,,,,,,,0.09,1,,
2/5/2017 0:00,2.4,1,,0.31,2,,1.5,2,,13,2,,1.3,140,,,,,,,,0.11,1,,
2/6/2017 0:00,22,1,,8.2,2,,216,2,,259,2,,11.6,140,,,,,,,,117,1,,
2/7/2017 0:00,12,1,,5.7,2,,77,2,,307,2,,64.8,140,,,,,,,,127,1,,
2/8/2017 0:00,6.9,1,,0.93,2,,15,2,,69,2,,71,140,,,,,,,,3.3,2,,
2/9/2017 0:00,6.1,1,,0.24,2,,3.8,2,,23,2,,36.7,140,,,,,,,,0.3,2,,
2/10/2017 0:00,3.6,1,,0.29,2,,2.9,2,,15,2,,29.5,140,,,,,,,,0.3,2,,
2/11/2017 0:00,8.1,1,,2.6,2,,36,2,,122,2,,30,140,,,,,,,,17,2,,
2/12/2017 0:00,3.3,1,,0.26,2,,2.3,2,,23,2,,28.5,140,,,,,,,,0.44,2,,
2/13/2017 0:00,3.3,1,,0.46,2,,2.1,2,,13,2,,25,140,,,,,,,,0.09,2,,
2/14/2017 0:00,3.2,1,,0.82,2,,2,2,,14,2,,23,140,,,,,,,,0.1,2,,
2/15/2017 0:00,3,1,,0.32,2,,1.9,2,,19,2,,21.5,140,,,,,,,,0.13,2,,
2/16/2017 0:00,2.9,1,,0.32,2,,2,2,,18,2,,20.6,140,,,,,,,,0.22,2,,
2/17/2017 0:00,45,1,,56,2,,316,2,,1010,2,,134,140,,,,,,,,552,2,,
2/18/2017 0:00,11,1,,2.1,2,,64,2,,501,2,,302,140,,,,,,,,194,2,,
2/19/2017 0:00,4,1,,0.37,2,,7.5,2,,96,2,,186,140,,,,,,,,23,2,,
2/20/2017 0:00,3.4,1,,0.34,2,,5.5,2,,53,2,,152,140,,,,,,,,5.1,2,,
2/21/2017 0:00,3.1,1,,0.72,2,,3,2,,27,2,,134,140,,,,,,,,2.5,2,,
2/22/2017 0:00,3.1,1,,0.31,2,,2.6,2,,17,2,,111,140,,,,,,,,2.6,2,,
2/23/2017 0:00,3.1,1,,0.39,2,,2.6,2,,14,2,,97.9,140,,,,,,,,4.9,2,,
2/24/2017 0:00,2.9,1,,0.37,1,,2.5,2,,13,2,,99,140,,,,,,,,6.3,2,,
2/25/2017 0:00,2.7,1,,0.41,1,,2.4,2,,11,2,,99.6,140,,,,,,,,7.2,2,,
2/26/2017 0:00,5.3,1,,0.98,1,,19,2,,26,2,,96.7,140,,,,,,,,21,2,,
2/27/2017 0:00,6.7,1,,2.3,1,,22,2,,128,2,,97.2,140,,,,,,,,90,2,,
2/28/2017 0:00,2.8,1,,0.62,1,,3,2,,69,2,,108,140,,,,,,,,13,2,,
3/1/2017 0:00,1.7,1,,0.39,1,,1.8,2,,18,2,,77.4,140,,,,,,,,0.99,2,,
3/2/2017 0:00,1.6,1,,0.43,1,,1.9,2,,13,2,,77.5,140,,,,,,,,0.73,2,,
3/3/2017 0:00,1.6,1,,0.45,1,,2,2,,10,2,,76,140,,,,,,,,0.46,2,,
3/4/2017 0:00,1.4,1,,0.48,1,,1.8,2,,9.1,2,,71.6,140,,,,,,,,0.22,2,,
3/5/2017 0:00,1.8,1,,0.63,1,,2.4,2,,9.5,2,,67.4,140,,,,,,,,0.35,2,,
3/6/2017 0:00,1.7,1,,0.52,1,,2.4,2,,13,2,,62.2,140,,,,,,,,0.34,2,,
3/7/2017 0:00,1.6,1,,0.68,1,,2.1,2,,9.8,2,,57.2,140,,,,,,,,0.28,2,,
3/8/2017 0:00,1.6,1,,0.3,1,,2.5,2,,9.8,2,,52.8,140,,,,,,,,0.36,2,,
3/9/2017 0:00,1.5,1,,0.31,1,,2.1,2,,9.5,2,,48.1,140,,,,,,,,0.27,2,,
3/10/2017 0:00,1.5,1,,0.35,1,,2.3,2,,9.6,2,,44.6,140,,,,,,,,0.31,2,,
3/11/2017 0:00,1.1,1,,0.37,1,,2.6,2,,9.9,2,,39.9,140,,,,,,,,0.35,2,,
3/12/2017 0:00,1.3,1,,0.37,1,,2.9,2,,9.9,2,,37,140,,,,,,,,0.34,2,,
3/13/2017 0:00,2.1,1,,0.54,1,,3.2,2,,9.7,2,,34.1,140,,,,,,,,0.34,2,,
3/14/2017 0:00,2.7,1,,0.53,1,,3.1,2,,5.3,2,,29.9,140,,,,,,,,0.3,2,,
3/15/2017 0:00,1.7,1,,0.45,1,,3.7,2,,3.4,2,,26.3,140,,,,,,,,0.32,2,,
3/16/2017 0:00,1.5,1,,0.33,1,,4.2,2,,4.1,2,,23.5,140,,,,,,,,0.21,2,,
3/17/2017 0:00,1.3,1,,0.23,1,,4.5,2,,5.2,2,,22.8,140,,,,,,,,0.18,2,,
3/18/2017 0:00,1.1,1,,0.28,1,,4.4,2,,7.8,2,,23.1,140,,,,,,,,0.15,2,,
3/19/2017 0:00,1.1,1,,0.25,1,,4.5,2,,7.3,2,,22.7,140,,,,,,,,0.16,2,,
3/20/2017 0:00,1.2,1,,0.29,1,,4.5,2,,4.8,2,,22,140,,,,,,,,0.19,2,,
3/21/2017 0:00,1.2,1,,0.44,1,,4.4,2,,2.9,2,,21.3,140,,,,,,,,0.17,2,,
3/22/2017 0:00,1.6,1,,0.46,1,,3.9,2,,4.1,2,,23.4,140,,,,,,,,0.18,2,,
3/23/2017 0:00,1.2,1,,0.31,1,,2.4,2,,5.9,2,,21.1,140,,,,,,,,0.2,2,,
3/24/2017 0:00,1.2,1,,0.24,1,,2.2,2,,5.4,2,,19.7,140,,,,,,,,0.2,2,,
3/25/2017 0:00,1.5,1,,0.27,1,,3.5,2,,5.5,2,,21.6,140,,,,,,,,0.22,2,,
3/26/2017 0:00,1.4,1,,0.19,1,,1.5,2,,5.7,2,,20.6,140,,,,,,,,0.21,2,,
3/27/2017 0:00,1.4,1,,0.24,1,,1.7,2,,5.5,2,,19.8,140,,,,,,,,0.21,2,,
3/28/2017 0:00,1.4,1,,0.28,1,,2.5,2,,5.2,2,,18.6,140,,,,,,,,0.25,2,,
3/29/2017 0:00,1.4,1,,0.25,1,,1.8,2,,5,2,,17.9,140,,,,,,,,0.3,2,,
3/30/2017 0:00,1.3,1,,0.3,1,,1.9,2,,7.2,2,,17.8,140,,,,,,,,0.25,2,,
3/31/2017 0:00,1.2,1,,0.3,1,,1.9,2,,7.7,2,,15.3,140,,,,,,,,0.29,2,,
4/1/2017 0:00,1.3,1,,0.29,1,,2.1,2,,4.6,2,,13.4,140,,,,,,,,0.27,2,,
4/2/2017 0:00,1.1,1,,0.27,1,,2.4,2,,3.4,2,,11.2,140,,,,,,,,0.29,2,,
4/3/2017 0:00,1.1,1,,0.31,1,,3.1,2,,3.4,2,,10.1,140,,,,,,,,0.37,2,,
4/4/2017 0:00,1.2,1,,0.23,1,,3.6,2,,6.5,2,,8.86,140,,,,,,,,0.3,2,,
4/5/2017 0:00,1.2,1,,0.21,1,,3,2,,9.5,2,,7.22,140,,,,,,,,0.39,2,,
4/6/2017 0:00,0.99,1,,0.28,1,,3.5,2,,8.9,2,,6.51,140,,,,,,,,0.29,2,,
4/7/2017 0:00,0.81,1,,0.28,1,,3.5,2,,9.5,2,,8.64,140,,,,,,,,0.17,2,,
4/8/2017 0:00,1.7,1,,0.45,1,,4.4,2,,9.9,2,,9.43,140,,,,,,,,0.16,2,,
4/9/2017 0:00,1.1,1,,0.28,1,,1.4,2,,10,2,,9.08,140,,,,,,,,0.25,2,,
4/10/2017 0:00,0.95,1,,0.28,1,,1.2,2,,9.2,2,,7.86,140,,,,,,,,0.3,2,,
4/11/2017 0:00,1.1,1,,0.4,2,,1.5,2,,9,2,,6.01,140,,,,,,,,0.31,2,,
4/12/2017 0:00,1.1,1,,0.31,2,,1.2,2,,8.5,2,,4.32,140,,,,,,,,0.25,2,,
4/13/2017 0:00,1.1,1,,0.35,2,,1.5,2,,7.2,2,,3.08,140,,,,,,,,0.27,2,,
4/14/2017 0:00,1.3,1,,0.34,2,,1.7,2,,7.2,2,,4.4,140,,,,,,,,0.27,2,,
4/15/2017 0:00,1.2,1,,0.36,2,,1.6,2,,7.4,2,,3.83,140,,,,,,,,0.28,2,,
4/16/2017 0:00,1.1,1,,0.29,2,,2,2,,7.4,2,,2.63,140,,,,,,,,0.26,2,,
4/17/2017 0:00,1.8,1,,0.32,2,,2.2,2,,7.9,2,,1.68,140,,,,,,,,0.27,2,,
4/18/2017 0:00,1.5,1,,0.32,2,,2.4,2,,8,2,,1.06,140,,,,,,,,0.26,2,,
4/19/2017 0:00,1.4,1,,0.32,2,,2.4,2,,7.3,2,,1.14,140,,,,,,,,0.27,2,,
4/20/2017 0:00,1.2,1,,0.36,2,,2.7,2,,6.2,2,,1.47,140,,,,,,,,0.28,2,,
4/21/2017 0:00,1.2,1,,0.31,2,,2.4,2,,6.3,2,,1.62,140,,,,,,,,0.29,2,,
4/22/2017 0:00,1.2,1,,0.33,2,,2.4,2,,7.6,2,,0.41,140,,,,,,,,0.27,2,,
4/23/2017 0:00,1.2,1,,0.27,2,,2,2,,7.1,2,,0.78,140,,,,,,,,0.26,2,,
4/24/2017 0:00,1.2,1,,0.37,2,,2.1,2,,6.7,2,,0.44,140,,,,,,,,0.23,2,,
4/25/2017 0:00,1.3,1,,0.31,2,,1.7,2,,6.6,2,,0.1,140,,,,,,,,0.25,2,,
4/26/2017 0:00,1,1,,0.31,2,,1.5,2,,6.4,2,,0.08,140,,,,,,,,0.26,2,,
4/27/2017 0:00,1,1,,0.29,2,,1.6,2,,5.1,2,,0.23,140,,,,,,,,0.29,2,,
4/28/2017 0:00,1.1,1,,0.28,2,,1.3,2,,4.4,2,,0.05,140,,,,,,,,0.26,2,,
4/29/2017 0:00,1.1,1,,0.37,2,,1.1,2,,4.1,2,,0,140,,,,,,,,0.25,2,,
4/30/2017 0:00,1.1,1,,0.27,2,,1.1,2,,4.3,2,,0,140,,,,,,,,0.25,2,,
5/1/2017 0:00,1.4,1,,0.34,2,,4.3,2,,5.9,2,,0,140,,,,,,,,0.25,2,,
5/2/2017 0:00,1.7,1,,0.35,2,,3.2,2,,6,2,,0.2,140,,,,,,,,0.25,2,,
5/3/2017 0:00,2.4,1,,0.24,2,,6.3,2,,6.3,2,,0.4,140,,,,,,,,0.25,2,,
5/4/2017 0:00,2.2,1,,0.22,2,,20,2,,5.1,2,,0.45,140,,,,,,,,0.27,2,,
5/5/2017 0:00,2,1,,0.26,2,,2.2,2,,4.5,2,,3.03,140,,,,,,,,0.3,2,,
5/6/2017 0:00,1.4,1,,0.22,2,,2.4,2,,4.1,2,,4.16,140,,,,,,,,0.31,2,,
5/7/2017 0:00,3.4,1,,0.94,2,,4.6,2,,47,2,,59.7,140,,,,,,,,5.4,2,,
5/8/2017 0:00,1.5,1,,0.29,2,,2.5,2,,20,2,,15.2,140,,,,,,,,0.53,2,,
5/9/2017 0:00,1.4,1,,0.25,2,,2.1,2,,6.7,2,,7.72,140,,,,,,,,0.19,2,,
5/10/2017 0:00,1.4,1,,0.25,2,,1.2,2,,5.8,2,,5,140,,,,,,,,0.13,2,,
5/11/2017 0:00,1.2,1,,0.26,2,,1.4,2,,4.7,2,,4.75,140,,,,,,,,0.16,2,,
5/12/2017 0:00,1.1,1,,0.31,2,,3.8,2,,4.2,2,,6.05,140,,,,,,,,0.15,2,,
5/13/2017 0:00,1.2,1,,0.29,2,,8.2,2,,4.4,2,,5.77,140,,,,,,,,0.16,2,,
5/14/2017 0:00,1.2,1,,0.28,2,,0.84,2,,4.7,2,,5.62,140,,,,,,,,0.14,2,,
5/15/2017 0:00,1.8,1,,0.68,2,,1.7,2,,5.8,2,,4.96,140,,,,,,,,0.19,2,,
5/16/2017 0:00,1.3,1,,0.36,2,,1.5,2,,9.3,2,,3.84,140,,,,,,,,0.15,2,,
5/17/2017 0:00,1.6,1,,0.35,2,,1.1,2,,5.5,2,,5.12,140,,,,,,,,0.15,2,,
5/18/2017 0:00,1.8,1,,0.28,2,,1,2,,5.7,2,,3.77,140,,,,,,,,0.15,2,,
5/19/2017 0:00,1.2,1,,0.28,2,,0.96,2,,6.1,2,,2.23,140,,,,,,,,0.15,2,,
5/20/2017 0:00,1.1,1,,0.2,2,,1.1,2,,6.3,2,,2.1,140,,,,,,,,0.16,2,,
5/21/2017 0:00,1.9,1,,0.25,2,,1,2,,6.6,2,,1.65,140,,,,,,,,0.15,2,,
5/22/2017 0:00,1.2,1,,0.29,2,,1,2,,6.9,2,,1.45,140,,,,,,,,0.15,2,,
5/23/2017 0:00,1.2,1,,0.36,2,,1.2,2,,7.2,2,,1.34,140,,,,,,,,0.15,2,,
5/24/2017 0:00,1.2,1,,0.39,2,,1.1,2,,7.2,2,,1.95,140,,,,,,,,0.15,2,,
5/25/2017 0:00,0.98,1,,0.43,2,,2,2,,7,2,,1.51,140,,,,,,,,0.12,2,,
5/26/2017 0:00,1.3,1,,0.38,2,,1.3,2,,6.3,2,,0.89,140,,,,,,,,0.11,2,,
5/27/2017 0:00,1.2,1,,0.41,2,,1.2,2,,6.5,2,,0.68,140,,,,,,,,0.11,2,,
5/28/2017 0:00,1.2,1,,0.41,2,,1.2,2,,6.7,2,,0.7,140,,,,,,,,0.11,2,,
5/29/2017 0:00,1.3,1,,0.43,2,,1.2,2,,6.2,2,,2.13,140,,,,,,,,0.11,2,,
5/30/2017 0:00,1.5,1,,0.37,2,,1.7,2,,6.5,2,,2.13,140,,,,,,,,0.11,2,,
5/31/2017 0:00,1.3,1,,0.44,2,,1.5,2,,6,2,,2.57,140,,,,,,,,0.1,2,,
6/1/2017 0:00,1.2,1,,0.43,2,,1.3,2,,8.2,2,,2.83,140,,,,,,,,0.11,2,,
6/2/2017 0:00,1.4,1,,0.43,2,,1.3,2,,5.3,2,,2.85,140,,,,,,,,0.11,2,,
6/3/2017 0:00,1.4,1,,0.52,2,,1.3,2,,4.8,2,,2.63,140,,,,,,,,0.11,2,,
6/4/2017 0:00,1.3,1,,0.43,2,,1.2,2,,4.6,2,,3.04,140,,,,,,,,0.1,2,,
6/5/2017 0:00,1.3,1,,0.42,2,,1.2,2,,6.4,2,,3.26,140,,,,,,,,0.1,2,,
6/6/2017 0:00,1,1,,0.42,2,,1.4,2,,11,2,,2.84,140,,,,,,,,0.11,2,,
6/7/2017 0:00,1,1,,0.46,2,,1.4,2,,16,2,,5.12,140,,,,,,,,0.11,2,,
6/8/2017 0:00,1.2,1,,0.37,2,,1.3,2,,17,2,,4.26,140,,,,,,,,0.11,2,,
6/9/2017 0:00,1.3,1,,0.41,1,,1.3,2,,16,2,,4.25,140,,,,,,,,0.12,2,,
6/10/2017 0:00,1.4,1,,0.4,1,,1.3,2,,16,2,,4.19,140,,,,,,,,0.12,2,,
6/11/2017 0:00,1.3,1,,0.39,1,,1.1,2,,13,2,,4.34,140,,,,,,,,0.11,2,,
6/12/2017 0:00,1.4,1,,0.41,1,,1.3,2,,11,2,,4.12,140,,,,,,,,0.12,2,,
6/13/2017 0:00,1.4,1,,0.48,1,,1.2,2,,8.7,2,,5.7,140,,,,,,,,0.11,2,,
6/14/2017 0:00,1.4,1,,0.39,1,,1.3,2,,9.7,2,,5.14,140,,,,,,,,0.11,2,,
6/15/2017 0:00,1.3,1,,0.48,1,,1.8,2,,7.4,2,,4.03,140,,,,,,,,0.11,2,,
6/16/2017 0:00,1.4,1,,0.47,1,,1.3,2,,5.7,2,,2.07,140,,,,,,,,0.11,2,,
6/17/2017 0:00,1.3,1,,0.49,1,,1.5,2,,5.6,2,,1.18,140,,,,,,,,0.11,2,,
6/18/2017 0:00,1.5,1,,0.41,1,,1.2,2,,7.4,2,,0.42,140,,,,,,,,0.11,2,,
6/19/2017 0:00,1.4,1,,0.46,1,,1.4,2,,6.2,2,,0.52,140,,,,,,,,0.11,2,,
6/20/2017 0:00,2.3,1,,0.48,1,,2.1,2,,6.8,2,,1.28,140,,,,,,,,0.11,2,,
6/21/2017 0:00,4.3,1,,0.48,1,,1.5,2,,16,2,,1.75,140,,,,,,,,0.11,2,,
6/22/2017 0:00,4,1,,0.42,1,,1.5,2,,13,2,,1.16,140,,,,,,,,0.11,2,,
6/23/2017 0:00,1.3,1,,0.52,1,,1.4,2,,7.5,2,,0.66,140,,,,,,,,0.12,2,,
6/24/2017 0:00,1.3,1,,0.48,1,,1.6,2,,3.6,2,,1.07,140,,,,,,,,0.12,2,,
6/25/2017 0:00,1.3,1,,0.39,1,,1.7,2,,2.9,2,,0.65,140,,,,,,,,0.11,2,,
6/26/2017 0:00,1.2,1,,0.4,1,,1.9,2,,3.3,2,,0.12,140,,,,,,,,0.11,2,,
6/27/2017 0:00,1.3,1,,0.45,1,,2.2,2,,3.7,2,,0.01,140,,,,,,,,0.11,2,,
6/28/2017 0:00,1.2,1,,0.4,1,,1.7,2,,4,2,,0.39,140,,,,,,,,0.12,2,,
6/29/2017 0:00,1.2,1,,0.44,1,,1.7,2,,4.2,2,,3.52,140,,,,,,,,0.11,2,,
6/30/2017 0:00,1.1,1,,0.45,1,,1.9,2,,3.7,2,,5.36,140,,,,,,,,0.11,2,,
7/1/2017 0:00,,255,,0.41,1,,2.1,2,,4,2,,,255,,,,,,,,0.01,2,,
7/2/2017 0:00,,,,0.32,1,,1.8,2,,3.6,2,,,,,,,,,,,0.01,2,,
7/3/2017 0:00,,,,0.32,1,,1.8,2,,3.4,2,,,,,,,,,,,0.01,2,,
7/4/2017 0:00,,,,0.35,1,,1.8,2,,4.2,2,,,,,,,,,,,0.02,2,,
7/5/2017 0:00,,,,0.35,1,,1.8,2,,3.9,2,,,,,,,,,,,0.01,2,,
7/6/2017 0:00,,,,0.36,1,,3.2,2,,4,2,,,,,,,,,,,0.02,2,,
7/7/2017 0:00,,,,0.39,1,,1.9,2,,4.6,2,,,,,,,,,,,0.01,2,,
7/8/2017 0:00,,,,0.36,1,,1.9,2,,4.3,2,,,,,,,,,,,0.01,2,,
7/9/2017 0:00,,,,0.37,1,,1.6,2,,4.1,2,,,,,,,,,,,0.01,2,,
7/10/2017 0:00,,,,0.43,1,,1.7,2,,4.5,2,,,,,,,,,,,0.02,2,,
7/11/2017 0:00,,,,0.43,1,,1.8,2,,6,2,,,,,,,,,,,0.02,2,,
7/12/2017 0:00,,,,0.35,1,,1.9,2,,6.4,2,,,,,,,,,,,0.02,2,,
7/13/2017 0:00,,,,0.34,1,,2,2,,5.7,2,,,,,,,,,,,0.01,2,,
7/14/2017 0:00,,,,0.35,1,,1.7,2,,5.2,2,,,,,,,,,,,0.01,2,,
7/15/2017 0:00,,,,0.33,1,,1.7,2,,5.1,2,,,,,,,,,,,0.01,2,,
7/16/2017 0:00,,,,0.29,1,,1.7,2,,3.5,2,,,,,,,,,,,0.01,2,,
7/17/2017 0:00,,,,0.37,1,,1.8,2,,4.2,2,,,,,,,,,,,0.01,2,,
7/18/2017 0:00,,,,0.38,1,,1.9,2,,5.2,2,,,,,,,,,,,0.01,2,,
7/19/2017 0:00,,,,0.39,1,,2,2,,6.2,2,,,,,,,,,,,0.01,2,,
7/20/2017 0:00,,,,0.34,1,,2,2,,5.7,2,,,,,,,,,,,0.01,2,,
7/21/2017 0:00,,,,0.38,1,,2,2,,5.1,2,,,,,,,,,,,0.01,2,,
7/22/2017 0:00,,,,0.34,1,,1.6,2,,5.2,2,,,,,,,,,,,0.01,2,,
7/23/2017 0:00,,,,0.35,1,,1.9,2,,4.1,2,,,,,,,,,,,0.01,2,,
7/24/2017 0:00,,,,0.36,1,,1.7,2,,4.5,2,,,,,,,,,,,0.01,2,,
7/25/2017 0:00,,,,0.41,1,,1.5,2,,5.4,2,,,,,,,,,,,0.01,2,,
7/26/2017 0:00,,,,0.52,1,,1.4,2,,6.9,2,,,,,,,,,,,0.01,2,,
7/27/2017 0:00,,,,0.4,1,,1.4,2,,7.8,2,,,,,,,,,,,0.01,2,,
7/28/2017 0:00,,,,0.39,1,,1.5,2,,7.7,2,,,,,,,,,,,0.01,2,,
7/29/2017 0:00,,,,0.35,1,,1.6,2,,7.3,2,,,,,,,,,,,0.01,2,,
7/30/2017 0:00,,,,0.33,1,,1.5,2,,6.7,2,,,,,,,,,,,0.01,2,,
7/31/2017 0:00,,,,0.39,1,,1.5,2,,5.9,2,,,,,,,,,,,0.01,2,,
8/1/2017 0:00,,,,0.47,1,,2,2,,5.6,2,,,,,,,,,,,0.01,2,,
8/2/2017 0:00,,,,0.45,1,,2.6,2,,7.7,2,,,,,,,,,,,0.01,2,,
8/3/2017 0:00,,,,0.53,1,,1.9,2,,7.3,2,,,,,,,,,,,0.02,2,,
8/4/2017 0:00,,,,0.56,1,,1.8,2,,6.2,2,,,,,,,,,,,0.02,2,,
8/5/2017 0:00,,,,0.53,1,,1.9,2,,6.4,2,,,,,,,,,,,0.02,2,,
8/6/2017 0:00,,,,0.35,1,,2,2,,4.7,2,,,,,,,,,,,0.02,2,,
8/7/2017 0:00,,,,0.35,1,,1.7,2,,3.9,2,,,,,,,,,,,0.01,2,,
8/8/2017 0:00,,,,0.34,1,,2,2,,4.6,2,,,,,,,,,,,0.01,2,,
8/9/2017 0:00,,,,0.32,1,,1.7,2,,5.7,2,,,,,,,,,,,0.02,2,,
8/10/2017 0:00,,,,0.34,1,,3.8,2,,5.3,2,,,,,,,,,,,0.02,2,,
8/11/2017 0:00,,,,0.36,1,,2.8,2,,5.4,2,,,,,,,,,,,0.02,2,,
8/12/2017 0:00,,,,0.29,1,,2.7,2,,5.1,2,,,,,,,,,,,0.02,2,,
8/13/2017 0:00,,,,0.29,1,,2.8,2,,4.4,2,,,,,,,,,,,0.02,2,,
8/14/2017 0:00,,,,0.31,1,,3.1,2,,4.3,2,,,,,,,,,,,0.04,2,,
8/15/2017 0:00,,,,0.33,1,,2.9,2,,4.6,2,,,,,,,,,,,0.05,2,,
8/16/2017 0:00,,,,0.38,1,,3,2,,5.2,2,,,,,,,,,,,0.02,2,,
8/17/2017 0:00,,,,0.44,1,,2.9,2,,5.4,2,,,,,,,,,,,0.02,2,,
8/18/2017 0:00,,,,0.56,1,,3.2,2,,5.6,2,,,,,,,,,,,0.02,2,,
8/19/2017 0:00,,,,0.5,1,,3,2,,5.6,2,,,,,,,,,,,0.02,2,,
8/20/2017 0:00,,,,0.4,1,,2.9,2,,5.3,2,,,,,,,,,,,0.02,2,,
8/21/2017 0:00,,,,0.38,1,,3,2,,5.4,2,,,,,,,,,,,0.02,2,,
